delivery_id,driver_id,delivery_distance_meters,delivery_status
70751181,20647,1503,DELIVERED
70751186,26189,2726,DELIVERED
70751251,31030,5348,DELIVERED
70751252,16496,4557,DELIVERED
70751325,6536,591,DELIVERED
70751328,17322,699,DELIVERED
70751354,31434,3117,DELIVERED
70751465,3425,3681,DELIVERED
70751502,1943,2222,DELIVERED
70751584,6252,2392,DELIVERED
70751628,27050,3783,DELIVERED
70751666,27050,3144,DELIVERED
70751738,17570,2657,DELIVERED
70751828,23603,886,DELIVERED
70752018,28284,668,DELIVERED
70752048,9540,799,DELIVERED
70752245,12620,688,DELIVERED
70752328,25951,2100,DELIVERED
70752335,5524,3117,DELIVERED
70752366,23792,1285,DELIVERED
70752415,5235,2318,DELIVERED
70752681,32263,6952,DELIVERED
70752682,25113,795,DELIVERED
70752728,23792,1635,DELIVERED
70752732,2061,518,DELIVERED
70752864,344,1075,DELIVERED
70752937,24130,5088,DELIVERED
70753469,9836,2895,DELIVERED
70753514,4381,3963,DELIVERED
70753515,7799,2004,DELIVERED
70753682,12975,330,DELIVERED
70753749,25021,869,DELIVERED
70753767,14511,3666,DELIVERED
70753816,456,1715,DELIVERED
70753890,28817,247,DELIVERED
70753911,976,269,DELIVERED
70753952,26854,1325,DELIVERED
70753992,16307,1548,DELIVERED
70754001,464,4095,DELIVERED
70754034,15165,1703,DELIVERED
70754066,18178,2248,DELIVERED
70754103,3306,745,DELIVERED
70754115,3306,555,DELIVERED
70754116,5235,1696,DELIVERED
70754118,5308,694,DELIVERED
70754140,23670,1774,DELIVERED
70754171,30158,434,DELIVERED
70754213,14242,2505,DELIVERED
70754220,2472,2287,DELIVERED
70754268,217,1175,DELIVERED
70754291,13094,2157,DELIVERED
70754391,2472,2301,DELIVERED
70755199,7773,1146,DELIVERED
70755280,9317,1493,DELIVERED
70755282,12975,325,DELIVERED
70755333,224,788,DELIVERED
70755370,14702,2550,DELIVERED
70755404,18178,1861,DELIVERED
70755406,14242,1286,DELIVERED
70755431,11545,2477,DELIVERED
70755457,28603,1482,DELIVERED
70755484,9317,2658,DELIVERED
70755535,19708,8867,DELIVERED
70755652,414,412,DELIVERED
70755655,4950,2412,DELIVERED
70755795,0,6866530,DELIVERED
70755902,23757,713,DELIVERED
70755940,7930,3796,DELIVERED
70755977,26251,4155,DELIVERED
70755999,5800,1034,DELIVERED
70756026,31482,1540,DELIVERED
70756069,31084,3536,DELIVERED
70756139,25588,577,DELIVERED
70756199,3545,277,DELIVERED
70756209,1004,2584,DELIVERED
70756269,1203,1014,DELIVERED
70756307,217,1957,DELIVERED
70756311,23900,2021,DELIVERED
70756453,27682,2257,DELIVERED
70756488,14805,2406,DELIVERED
70756565,5606,4002,DELIVERED
70756616,22115,1764,DELIVERED
70756808,28516,1854,DELIVERED
70756845,10560,1939,DELIVERED
70756847,16993,730,DELIVERED
70756899,2354,2928,DELIVERED
70757024,29638,2799,DELIVERED
70757084,20976,2335,DELIVERED
70757227,23757,1323,DELIVERED
70757435,0,888,CANCELLED
70757483,27741,721,DELIVERED
70757615,20495,4433,DELIVERED
70757641,29202,1989,DELIVERED
70757656,25798,1711,DELIVERED
70757768,7108,1675,DELIVERED
70757788,32359,485,DELIVERED
70757800,5128,2241,DELIVERED
70757851,29038,5784,DELIVERED
70757870,13146,3275,DELIVERED
70757889,3358,4879,DELIVERED
70757891,29202,2572,DELIVERED
70757953,13074,5421,DELIVERED
70757954,5555,2572,DELIVERED
70757981,13074,5648,DELIVERED
70758041,26319,1873,DELIVERED
70758070,6683,510,DELIVERED
70758194,26986,3831,DELIVERED
70758219,33241,2150,DELIVERED
70758383,14859,2987,DELIVERED
70758388,7767,2021,DELIVERED
70758389,2688,1936,DELIVERED
70758430,7108,844,DELIVERED
70758432,20552,1796,DELIVERED
70758439,8855,945,DELIVERED
70758532,789,1722,DELIVERED
70758544,4737,2066,DELIVERED
70758601,26511,1952,DELIVERED
70758773,32241,3361,DELIVERED
70758776,32188,1151,DELIVERED
70758785,9222,790,DELIVERED
70758787,8182,1649,DELIVERED
70758817,27736,2238,DELIVERED
70758832,8276,7650,DELIVERED
70758854,9211,940,DELIVERED
70758855,8182,1783,DELIVERED
70759058,6952,5213,DELIVERED
70759118,28817,3587,DELIVERED
70759132,29865,878,DELIVERED
70759174,9227,354,DELIVERED
70759224,25618,1515,DELIVERED
70759295,29711,1578,DELIVERED
70759398,20973,1017,DELIVERED
70759420,22439,1331,DELIVERED
70759425,27857,1503,DELIVERED
70759478,21044,1021,DELIVERED
70759501,10799,2865,DELIVERED
70759548,1040,2821,DELIVERED
70759623,7468,4136,DELIVERED
70759714,12132,3127,DELIVERED
70759839,29271,1228,DELIVERED
70759943,888,2515,DELIVERED
70759951,29271,849,DELIVERED
70760001,7767,836,DELIVERED
70760012,30879,4139,DELIVERED
70760029,15898,4213,DELIVERED
70760120,4315,1985,DELIVERED
70760121,3024,729,DELIVERED
70760132,13546,377,DELIVERED
70760160,23587,1986,DELIVERED
70760165,14208,3568,DELIVERED
70760166,22423,786,DELIVERED
70760204,6144,2847,DELIVERED
70760219,789,796,DELIVERED
70760277,18791,4148,DELIVERED
70760306,5098,1270,DELIVERED
70760340,6516,2404,DELIVERED
70760376,25453,2241,DELIVERED
70760525,26332,782,DELIVERED
70760556,464,2063,DELIVERED
70760599,9618,587,DELIVERED
70760621,8769,3321,DELIVERED
70760792,3753,1102,DELIVERED
70761070,357,1401,DELIVERED
70761214,25618,1077,DELIVERED
70761359,27122,2083,DELIVERED
70761530,303,1897,DELIVERED
70761533,2061,1749,DELIVERED
70761561,1301,1400,DELIVERED
70761586,29600,789,DELIVERED
70761695,627,1857,DELIVERED
70761790,12077,2610,DELIVERED
70761820,2905,285,DELIVERED
70761832,1433,559,DELIVERED
70761898,26268,1145,DELIVERED
70761937,0,4372,CANCELLED
70762018,794,1858,DELIVERED
70762052,8266,2726,DELIVERED
70762096,13322,1443,DELIVERED
70762109,19271,4670,DELIVERED
70762267,5274,860,DELIVERED
70762318,32384,730,DELIVERED
70762360,33202,2194,DELIVERED
70762393,6714,978,DELIVERED
70762456,0,1214,CANCELLED
70762707,27711,1287,DELIVERED
70762726,1032,246,DELIVERED
70762749,3306,1792,DELIVERED
70762796,26520,2757,DELIVERED
70762905,28603,2328,DELIVERED
70762965,25954,3090,DELIVERED
70763111,6687,98,DELIVERED
70763165,463,3509,DELIVERED
70763167,0,133,CANCELLED
70763189,0,414,CANCELLED
70763190,2337,4487,DELIVERED
70763234,3834,1107,DELIVERED
70763237,8091,3054,DELIVERED
70763313,7930,4141,DELIVERED
70763390,6252,349,DELIVERED
70763470,23796,3860,DELIVERED
70763489,9836,2068,DELIVERED
70763512,6571,366,DELIVERED
70763637,366,1955,DELIVERED
70763826,22036,2021,DELIVERED
70763833,15086,1517,DELIVERED
70763935,28171,504,DELIVERED
70764011,5394,6918,DELIVERED
70764017,28169,3822,DELIVERED
70764048,27682,2805,DELIVERED
70764191,12731,2828,DELIVERED
70764261,20976,3177,DELIVERED
70764275,18607,5862,DELIVERED
70764276,25689,4396,DELIVERED
70764315,28598,4067,DELIVERED
70764369,31891,1214,DELIVERED
70764375,8958,4197,DELIVERED
70764408,413,1191,DELIVERED
70764416,3834,1916,DELIVERED
70764461,10682,455,DELIVERED
70764477,1074,2165,DELIVERED
70764497,21923,210,DELIVERED
70764550,21923,1082,DELIVERED
70764800,23671,728,DELIVERED
70764807,28180,6725,DELIVERED
70764867,27050,1418,DELIVERED
70765113,10019,3063,DELIVERED
70765203,6161,5381,DELIVERED
70765220,33044,2038,DELIVERED
70765284,3906,1191,DELIVERED
70765305,10978,2020,DELIVERED
70765306,1203,1014,DELIVERED
70765395,20495,4928,DELIVERED
70765399,32304,2239,DELIVERED
70765465,20647,1479,DELIVERED
70765523,15218,530,DELIVERED
70765632,23063,2498,DELIVERED
70765706,7396,2981,DELIVERED
70765957,9796,650,DELIVERED
70766152,32181,1773,DELIVERED
70766181,29150,1183,DELIVERED
70766187,26511,4875,DELIVERED
70766240,28284,1386,DELIVERED
70766270,138,960,DELIVERED
70766309,1173,1871,DELIVERED
70766321,6361,1503,DELIVERED
70766605,6172,2908,DELIVERED
70766607,23671,1200,DELIVERED
70766640,28175,3561,DELIVERED
70766661,6687,658,DELIVERED
70766706,17035,1760,DELIVERED
70766804,13879,1227,DELIVERED
70766805,32666,2145,DELIVERED
70766820,32840,3510,DELIVERED
70766973,28836,367,DELIVERED
70766981,426,295,DELIVERED
70767017,28817,1184,DELIVERED
70767054,5796,1563,DELIVERED
70767108,4950,1154,DELIVERED
70767286,0,6866530,DELIVERED
70767405,1943,599,DELIVERED
70767410,25651,2746,DELIVERED
70767435,29626,437,DELIVERED
70767441,627,2056,DELIVERED
70767476,15898,4004,DELIVERED
70767540,29641,2312,DELIVERED
70767576,23587,3132,DELIVERED
70767670,138,2201,DELIVERED
70767767,3603,699,DELIVERED
70768566,2836,1338,DELIVERED
70768757,1126,388,DELIVERED
70768765,357,2401,DELIVERED
70768805,32109,6871,DELIVERED
70768840,5250,278,DELIVERED
70769034,12346,2257,DELIVERED
70769105,7468,4077,DELIVERED
70769203,25409,3776,DELIVERED
70769288,8940,1028,DELIVERED
70769295,23587,1845,DELIVERED
70769346,12346,2483,DELIVERED
70769386,8840,2822,DELIVERED
70769501,754,4372,DELIVERED
70769511,4381,3331,DELIVERED
70769513,20973,401,DELIVERED
70769565,10463,1822,DELIVERED
70769605,18178,2827,DELIVERED
70769700,23900,800,DELIVERED
70769706,22115,1238,DELIVERED
70769759,17322,1239,DELIVERED
70769768,0,1181,CANCELLED
70770090,4567,347,DELIVERED
70770434,456,2279,DELIVERED
70770479,20248,10322,DELIVERED
70770521,23792,1848,DELIVERED
70770597,464,2115,DELIVERED
70770684,407,2236,DELIVERED
70770722,8970,905,DELIVERED
70770843,426,296,DELIVERED
70770916,298,2203,DELIVERED
70771010,16993,1299,DELIVERED
70771076,10359,3877,DELIVERED
70771091,4315,4778,DELIVERED
70771212,28817,2242,DELIVERED
70771264,8521,321,DELIVERED
70771313,759,3168,DELIVERED
70771396,33241,3262,DELIVERED
70771482,888,3062,DELIVERED
70771814,31115,4834,DELIVERED
70771864,357,572,DELIVERED
70771915,25798,2228,DELIVERED
70771963,2837,2592,DELIVERED
70772210,902,1397,DELIVERED
70772825,22036,2972,DELIVERED
70773165,4737,2183,DELIVERED
70773613,4737,1970,DELIVERED
70774250,27736,3542,DELIVERED
70775962,27736,2425,DELIVERED
70775977,31126,1505,DELIVERED
70776012,902,2899,DELIVERED
70776402,8521,1398,DELIVERED
70776884,9211,1561,DELIVERED
70777845,3425,1495,DELIVERED
70778955,15898,7305,DELIVERED
70779586,26130,844,DELIVERED
70779623,3906,2400,DELIVERED
70779777,29626,1900,DELIVERED
70780027,29634,1980,DELIVERED
70780770,23670,826,DELIVERED
70781106,5364,1203,DELIVERED
70781492,6571,304,DELIVERED
70783093,23842,3511,DELIVERED
70783627,14632,1679,DELIVERED
70784632,22423,239,DELIVERED
70804134,0,1602,CANCELLED
70804160,9944,1071,DELIVERED
70804193,596,3245,DELIVERED
70804201,2472,544,DELIVERED
70804471,27810,1333,DELIVERED
70804514,26609,1604,DELIVERED
70804524,11393,672,DELIVERED
70804537,9693,302,DELIVERED
70804556,13146,1966,DELIVERED
70804565,13546,733,DELIVERED
70805009,3603,1047,DELIVERED
70805011,2061,1670,DELIVERED
70805410,27682,1492,DELIVERED
70805621,1039,1077,DELIVERED
70805670,9391,3855,DELIVERED
70805729,17405,1699,DELIVERED
70805833,9540,4126,DELIVERED
70806139,8434,1131,DELIVERED
70806140,7767,1990,DELIVERED
70806781,20976,568,DELIVERED
70806929,2354,1980,DELIVERED
70807069,9805,11734,DELIVERED
70807097,2354,2056,DELIVERED
70807098,31495,3127,DELIVERED
70807260,12132,3746,DELIVERED
70807307,9805,20196,DELIVERED
70807344,20552,773,DELIVERED
70807504,464,4794,DELIVERED
70807761,426,699,DELIVERED
70807845,14513,4686,DELIVERED
70807976,464,404,DELIVERED
70808023,25954,2844,DELIVERED
70808276,17322,3810,DELIVERED
70808306,6789,653,DELIVERED
70808646,1301,1602,DELIVERED
70808778,303,846,DELIVERED
70808884,8009,1458,DELIVERED
70808918,28603,613,DELIVERED
70809084,28603,2627,DELIVERED
70809129,9618,3032,DELIVERED
70809138,22345,1019,DELIVERED
70809197,4737,4077,DELIVERED
70809266,794,1493,DELIVERED
70809325,6361,5806,DELIVERED
70809425,1173,2401,DELIVERED
70809436,14702,3624,DELIVERED
70809471,12346,7010,DELIVERED
70809542,6089,6868,DELIVERED
70809560,21044,1349,DELIVERED
70809564,5524,2148,DELIVERED
70809575,10024,1058,DELIVERED
70809614,13546,341,DELIVERED
70809622,6201,835,DELIVERED
70809645,1943,675,DELIVERED
70809762,1943,1590,DELIVERED
70809816,0,1453,DELIVERED
70809954,13074,7264,DELIVERED
70810031,28263,1604,DELIVERED
70810036,23900,69,DELIVERED
70810090,9227,1028,DELIVERED
70810172,5965,2709,DELIVERED
70810302,1203,1303,DELIVERED
70810319,16350,1314,DELIVERED
70810392,0,6075,DELIVERED
70810630,6687,981,DELIVERED
70810775,27050,3877,DELIVERED
70810875,32304,1672,DELIVERED
70810916,14805,1980,DELIVERED
70810983,10359,4167,DELIVERED
70811007,4790,2077,DELIVERED
70811051,3545,4618,DELIVERED
70811134,14805,3123,DELIVERED
70811241,16307,1003,DELIVERED
70811349,26511,3877,DELIVERED
70811395,794,954,DELIVERED
70811464,3780,1628,DELIVERED
70811578,2688,851,DELIVERED
70811682,0,2426,DELIVERED
70811700,0,7023267,DELIVERED
70811745,2688,4181,DELIVERED
70811756,1301,1138,DELIVERED
70811956,9227,1980,DELIVERED
70812004,29634,1905,DELIVERED
70812119,26511,3144,DELIVERED
70812213,14805,1700,DELIVERED
70812328,29634,2544,DELIVERED
70812414,29634,2541,DELIVERED
70812420,29634,3783,DELIVERED
70812466,14805,1544,DELIVERED
70812474,14805,1825,DELIVERED
70812512,25651,3027,DELIVERED
70812594,25651,2145,DELIVERED
70812600,25651,1029,DELIVERED
70812669,14805,3027,DELIVERED
70812698,14805,1907,DELIVERED
70812730,14805,1991,DELIVERED
70812749,0,2604,DELIVERED
70813002,0,1196,CANCELLED
70813018,0,450,CANCELLED
70813295,32384,1564,DELIVERED
70813298,27122,2026,DELIVERED
70813383,32181,3255,DELIVERED
70813384,13043,2199,DELIVERED
70813484,15050,2679,DELIVERED
70813485,4190,3372,DELIVERED
70813503,0,1055,CANCELLED
70813536,28516,1690,DELIVERED
70813660,10306,4902,DELIVERED
70813668,31434,5185,DELIVERED
70813711,639,5549,DELIVERED
70813772,32359,1503,DELIVERED
70813840,14059,1612,DELIVERED
70813860,27122,1243,DELIVERED
70813919,14136,910,DELIVERED
70813973,1943,1844,DELIVERED
70814015,9996,1090,DELIVERED
70814016,28838,1334,DELIVERED
70814076,24728,4559,DELIVERED
70814130,22423,634,DELIVERED
70814233,7033,2761,DELIVERED
70814260,494,2766,DELIVERED
70814303,32817,978,DELIVERED
70814305,7773,1373,DELIVERED
70814327,812,7333,DELIVERED
70814474,1126,707,DELIVERED
70814478,3550,1485,DELIVERED
70814524,0,6083,CANCELLED
70814526,0,212,CANCELLED
70814528,26510,1528,DELIVERED
70814625,2490,21570,DELIVERED
70814676,3425,3780,DELIVERED
70814782,9618,1617,DELIVERED
70814820,5250,642,DELIVERED
70814895,32531,3807,DELIVERED
70814897,596,2354,DELIVERED
70814930,12457,3596,DELIVERED
70814934,11455,910,DELIVERED
70814935,26130,1278,DELIVERED
70814951,24949,1223,DELIVERED
70815010,31950,1880,DELIVERED
70815011,975,2513,DELIVERED
70815028,25849,693,DELIVERED
70815040,23792,5887,DELIVERED
70815050,31999,1480,DELIVERED
70815051,31999,4954,DELIVERED
70815149,10259,155,DELIVERED
70815189,10378,3099,DELIVERED
70815206,20387,1565,DELIVERED
70815224,30449,2190,DELIVERED
70815235,3331,4687,DELIVERED
70815242,9211,1029,DELIVERED
70815248,228,3458,DELIVERED
70815271,20532,1443,DELIVERED
70815272,20973,1071,DELIVERED
70815331,0,2772,CANCELLED
70815352,3405,3117,DELIVERED
70815414,16923,1025,DELIVERED
70815442,5527,3711,DELIVERED
70815449,7799,2974,DELIVERED
70815515,7451,1361,DELIVERED
70815655,13453,8883,DELIVERED
70815676,7096,5376,DELIVERED
70815690,17570,1591,DELIVERED
70815692,12091,1887,DELIVERED
70815756,20500,2858,DELIVERED
70815796,387,2786,DELIVERED
70815801,25592,504,DELIVERED
70815803,0,4467,CANCELLED
70815839,14792,460,DELIVERED
70815870,5236,159,DELIVERED
70815885,14792,2034,DELIVERED
70815918,794,1061,DELIVERED
70815938,794,1567,DELIVERED
70816010,18178,1599,DELIVERED
70816011,18748,330,DELIVERED
70816075,9353,1173,DELIVERED
70816076,28516,1448,DELIVERED
70816115,33556,2066,DELIVERED
70816125,18748,290,DELIVERED
70816129,217,2204,DELIVERED
70816390,7638,2540,DELIVERED
70816470,1599,1191,DELIVERED
70816528,31482,4148,DELIVERED
70816540,19085,3593,DELIVERED
70816562,8009,544,DELIVERED
70816565,32384,692,DELIVERED
70816746,5171,2149,DELIVERED
70816747,5171,1510,DELIVERED
70816750,32130,28,DELIVERED
70816793,6089,5749,DELIVERED
70816879,6144,2575,DELIVERED
70816943,5171,5254,DELIVERED
70816998,6144,1963,DELIVERED
70817101,26237,3494,DELIVERED
70817126,9584,326,DELIVERED
70817169,5868,775,DELIVERED
70817246,8289,1567,DELIVERED
70817389,217,1977,DELIVERED
70817393,29626,3303,DELIVERED
70817612,27647,394,DELIVERED
70817632,4347,207,DELIVERED
70817675,731,3382,DELIVERED
70817904,27647,1705,DELIVERED
70817949,9693,476,DELIVERED
70817974,13401,3312,DELIVERED
70818046,24933,3025,DELIVERED
70818119,24933,6942,DELIVERED
70818414,9600,1199,DELIVERED
70818566,29641,322,DELIVERED
70818612,29641,1356,DELIVERED
70818614,9996,1068,DELIVERED
70818661,26507,459,DELIVERED
70818712,7397,1657,DELIVERED
70818971,366,4838,DELIVERED
70819061,6878,1111,DELIVERED
70819063,18715,1259,DELIVERED
70819137,13322,1111,DELIVERED
70819139,148,2743,DELIVERED
70819184,29186,621,DELIVERED
70819238,8182,1463,DELIVERED
70819282,8133,1180,DELIVERED
70819309,4190,2492,DELIVERED
70819314,2561,3026,DELIVERED
70819315,16496,353,DELIVERED
70819438,27096,2800,DELIVERED
70819441,1943,966,DELIVERED
70819494,10877,467,DELIVERED
70819497,13586,1195,DELIVERED
70819601,16430,1057,DELIVERED
70819661,6657,3140,DELIVERED
70819725,7258,1077,DELIVERED
70819773,23802,2466,DELIVERED
70819775,23802,2643,DELIVERED
70819830,367,2876,DELIVERED
70819913,2837,2459,DELIVERED
70819920,26278,2827,DELIVERED
70820130,18856,927,DELIVERED
70820242,7773,1508,DELIVERED
70820289,463,1892,DELIVERED
70820290,23679,862,DELIVERED
70820336,17832,1085,DELIVERED
70820338,14053,1039,DELIVERED
70820384,17832,609,DELIVERED
70820510,20248,1462,DELIVERED
70820578,15086,1963,DELIVERED
70820581,13043,2746,DELIVERED
70820611,15086,1269,DELIVERED
70820672,23900,1265,DELIVERED
70820740,357,2372,DELIVERED
70820742,6790,1442,DELIVERED
70820745,21923,4414,DELIVERED
70820839,3780,322,DELIVERED
70820922,4347,1480,DELIVERED
70820932,31950,2966,DELIVERED
70821003,14053,281,DELIVERED
70821004,14666,3262,DELIVERED
70821041,26510,2099,DELIVERED
70821096,1301,1455,DELIVERED
70821136,15661,2767,DELIVERED
70821176,7258,1854,DELIVERED
70821261,11455,1278,DELIVERED
70821350,596,4679,DELIVERED
70821456,8878,761,DELIVERED
70821496,12440,6086,DELIVERED
70821516,3306,1358,DELIVERED
70821763,7281,108,DELIVERED
70821805,7281,191,DELIVERED
70821849,148,1351,DELIVERED
70821916,10294,2165,DELIVERED
70821958,2354,2531,DELIVERED
70822000,26832,549,DELIVERED
70822012,343,1505,DELIVERED
70822117,12346,5290,DELIVERED
70822148,11063,1441,DELIVERED
70822169,31141,1524,DELIVERED
70822184,16939,2413,DELIVERED
70822235,16180,813,DELIVERED
70822266,25630,1015,DELIVERED
70822273,3745,745,DELIVERED
70822331,23679,849,DELIVERED
70822419,21154,875,DELIVERED
70822422,14136,2150,DELIVERED
70822485,7033,2572,DELIVERED
70822748,812,2104,DELIVERED
70823025,14513,1863,DELIVERED
70823029,7108,1052,DELIVERED
70823066,794,1808,DELIVERED
70823348,28817,957,DELIVERED
70823408,454,2053,DELIVERED
70823472,4737,2546,DELIVERED
70823473,23219,166,DELIVERED
70823476,26075,2882,DELIVERED
70823496,26343,3337,DELIVERED
70823497,12516,890,DELIVERED
70823501,231,1165,DELIVERED
70823506,1094,642,DELIVERED
70823578,4347,671,DELIVERED
70823586,10306,2572,DELIVERED
70823588,32874,2944,DELIVERED
70823594,17457,2443,DELIVERED
70823598,2905,157,DELIVERED
70823742,11522,3364,DELIVERED
70823783,10616,4268,DELIVERED
70823799,494,1955,DELIVERED
70823804,494,2062,DELIVERED
70823818,22354,1735,DELIVERED
70823820,32359,1132,DELIVERED
70823881,15834,4323,DELIVERED
70823884,27122,970,DELIVERED
70823887,27122,1422,DELIVERED
70823952,9517,863,DELIVERED
70823991,24584,2827,DELIVERED
70823997,28516,1697,DELIVERED
70824059,9241,1401,DELIVERED
70824064,32109,2273,DELIVERED
70824186,9806,5098,DELIVERED
70824236,9241,1044,DELIVERED
70824295,15834,4328,DELIVERED
70824316,32304,2774,DELIVERED
70824364,23777,2280,DELIVERED
70824370,387,2099,DELIVERED
70824380,6228,2202,DELIVERED
70824407,10692,374,DELIVERED
70824711,28169,3619,DELIVERED
70824754,7396,526,DELIVERED
70824772,1433,464,DELIVERED
70824787,28171,1353,DELIVERED
70824916,32304,2547,DELIVERED
70824921,5403,1324,DELIVERED
70824956,639,1926,DELIVERED
70824964,5349,2174,DELIVERED
70824971,26130,1105,DELIVERED
70825038,9944,1946,DELIVERED
70825052,7799,5747,DELIVERED
70825167,975,2346,DELIVERED
70825235,11475,518,DELIVERED
70825394,10341,4109,DELIVERED
70825415,454,2746,DELIVERED
70825455,3405,2202,DELIVERED
70825636,7799,1332,DELIVERED
70825707,5868,758,DELIVERED
70825765,387,2869,DELIVERED
70825805,456,5402,DELIVERED
70825837,509,3054,DELIVERED
70825934,20647,1383,DELIVERED
70825939,9380,3535,DELIVERED
70826124,2703,2467,DELIVERED
70826185,2703,1465,DELIVERED
70826210,902,2648,DELIVERED
70826251,9211,273,DELIVERED
70826300,14511,2382,DELIVERED
70826301,29966,3086,DELIVERED
70826348,12091,1828,DELIVERED
70826392,8289,1126,DELIVERED
70826463,29641,6790,DELIVERED
70826535,8289,1582,DELIVERED
70826538,7773,1040,DELIVERED
70826555,2905,1025,DELIVERED
70826604,32817,671,DELIVERED
70826631,12132,6685,DELIVERED
70826632,11911,2458,DELIVERED
70826633,28110,2756,DELIVERED
70826668,5236,157,DELIVERED
70826705,5448,1595,DELIVERED
70826724,23455,1007,DELIVERED
70826725,10259,1939,DELIVERED
70826783,9827,1225,DELIVERED
70826785,7281,1080,DELIVERED
70826849,33349,1024,DELIVERED
70826887,5965,2822,DELIVERED
70826906,13401,3858,DELIVERED
70826931,33349,642,DELIVERED
70826993,16950,1725,DELIVERED
70826999,11172,365,DELIVERED
70827017,6675,179,DELIVERED
70827085,28301,2196,DELIVERED
70827191,27392,1708,DELIVERED
70827234,18715,2301,DELIVERED
70827370,9584,1855,DELIVERED
70827443,8878,1656,DELIVERED
70828086,33202,442,DELIVERED
70828097,12663,2748,DELIVERED
70828359,7385,1301,DELIVERED
70828360,7385,2218,DELIVERED
70828426,23900,1035,DELIVERED
70828471,9693,750,DELIVERED
70828498,31115,480,DELIVERED
70828499,24326,4825,DELIVERED
70828595,20495,5366,DELIVERED
70828598,29077,1904,DELIVERED
70828612,812,1670,DELIVERED
70828644,14334,2603,DELIVERED
70828689,18748,108,DELIVERED
70828752,22455,1451,DELIVERED
70828953,357,821,DELIVERED
70828964,1094,2654,DELIVERED
70828984,9043,2575,DELIVERED
70829022,448,1039,DELIVERED
70829030,5716,3979,DELIVERED
70829250,7281,951,DELIVERED
70829262,9043,1963,DELIVERED
70829267,8092,2549,DELIVERED
70829344,20387,291,DELIVERED
70829348,651,2171,DELIVERED
70829349,24478,2955,DELIVERED
70829392,29557,2290,DELIVERED
70829439,29638,4457,DELIVERED
70829440,32251,830,DELIVERED
70829575,3724,2894,DELIVERED
70829708,1301,464,DELIVERED
70830018,4737,3822,DELIVERED
70830022,378,2001,DELIVERED
70830023,4737,2385,DELIVERED
70830090,3724,268,DELIVERED
70830097,1203,445,DELIVERED
70830102,32384,1559,DELIVERED
70830107,3306,622,DELIVERED
70830123,17035,1653,DELIVERED
70830125,28544,2763,DELIVERED
70830129,11162,1810,DELIVERED
70830232,9796,1018,DELIVERED
70830266,9584,355,DELIVERED
70830292,13879,2501,DELIVERED
70830299,12538,4259,DELIVERED
70830335,22354,664,DELIVERED
70830336,32384,831,DELIVERED
70830353,6252,511,DELIVERED
70830411,16917,3384,DELIVERED
70830430,32531,4403,DELIVERED
70830433,7549,9041,DELIVERED
70830451,794,1696,DELIVERED
70830453,26251,1322,DELIVERED
70830467,18856,4036,DELIVERED
70830640,18748,795,DELIVERED
70830713,22115,2836,DELIVERED
70830797,446,4120,DELIVERED
70830846,16950,4159,DELIVERED
70830877,9806,2077,DELIVERED
70830929,8771,1057,DELIVERED
70831033,18937,3311,DELIVERED
70831053,664,7583,DELIVERED
70831056,26511,2867,DELIVERED
70831087,16430,1488,DELIVERED
70831216,24949,1274,DELIVERED
70831219,8698,1459,DELIVERED
70831240,21189,1540,DELIVERED
70831258,25041,4759,DELIVERED
70831262,31639,2528,DELIVERED
70831301,3024,721,DELIVERED
70831516,32241,826,DELIVERED
70831517,5046,2038,DELIVERED
70831594,16923,1727,DELIVERED
70831700,6252,4296,DELIVERED
70831701,15162,843,DELIVERED
70831702,2354,5148,DELIVERED
70831751,13879,1233,DELIVERED
70831789,9509,1259,DELIVERED
70831846,5868,1120,DELIVERED
70831848,18325,2209,DELIVERED
70831902,26520,412,DELIVERED
70831961,9509,4013,DELIVERED
70831984,7773,1193,DELIVERED
70831998,7995,2736,DELIVERED
70832012,8434,3185,DELIVERED
70832019,3861,1933,DELIVERED
70832097,16950,1111,DELIVERED
70832104,3861,2403,DELIVERED
70832146,27050,2521,DELIVERED
70832269,9996,863,DELIVERED
70832337,26251,3475,DELIVERED
70832347,6144,2970,DELIVERED
70832404,18937,3233,DELIVERED
70832405,29202,1604,DELIVERED
70832465,448,446,DELIVERED
70832526,8182,640,DELIVERED
70832730,7090,2450,DELIVERED
70832731,32130,4735,DELIVERED
70832805,343,446,DELIVERED
70832806,11480,746,DELIVERED
70832823,11480,432,DELIVERED
70832859,454,4898,DELIVERED
70832860,8102,1166,DELIVERED
70832905,25689,1407,DELIVERED
70832906,24434,2343,DELIVERED
70832929,6952,1919,DELIVERED
70832942,25689,1306,DELIVERED
70832992,5171,368,DELIVERED
70833012,23900,1932,DELIVERED
70833013,22354,4390,DELIVERED
70833065,1301,1567,DELIVERED
70833123,1301,1320,DELIVERED
70833142,6397,2515,DELIVERED
70833176,9299,752,DELIVERED
70833200,23219,1436,DELIVERED
70833220,5527,2944,DELIVERED
70833221,2061,287,DELIVERED
70833222,5527,2972,DELIVERED
70833279,1482,1345,DELIVERED
70833327,32181,1379,DELIVERED
70833477,19085,1567,DELIVERED
70833522,366,5579,DELIVERED
70833641,23792,1243,DELIVERED
70833658,17457,3054,DELIVERED
70833698,28516,2204,DELIVERED
70833707,25954,3065,DELIVERED
70833737,23679,700,DELIVERED
70833770,28516,2413,DELIVERED
